CensusTract,TotalPopulation,Ozone,PM25,DieselPM,DrinkingWater,Lead,ToxRelease,Traffic,GroundwaterThreats,HazWaste,ImpWaterBodies,SolidWaste,Education,LinguisticIsolation,Poverty,Unemployment,Asthma
203,6744,0.04,8.24371466,0.479,409.31,57.12,39.30896633,2269.16268,0.0,3.375,3.0,0.0,34.6,18.0,44.5,9.7,56.34
204,3519,0.03,8.528379207,0.142,108.41,77.51,562.309672,1787.417309,10.8,0.2,0.0,0.0,14.9,2.4,30.0,5.6,187.17
205,6205,0.039,8.884056059,0.378,289.69,47.84,88.86673227,1112.406625,12.9,0.21,3.0,0.1,43.4,40.7,66.7,12.3,35.52
206,4118,0.035,8.695993675,0.168,308.18,39.82,652.4046428,1243.379208,28.7,1.605,0.0,0.0,17.4,13.0,14.9,5.1,104.45
207,5405,0.032,8.200306298,0.453,698.09,88.52,152.5896734,2749.427268,15.0,1.095,0.0,3.0,32.2,19.9,35.2,5.8,29.39
208,4855,0.039,8.989394654,0.297,289.69,93.81,76.04486847,3740.448542,7.0,0.0,0.0,0.0,35.3,20.5,30.8,7.4,71.58
209,4195,0.028,9.255390058,0.367,108.41,64.87,584.690328,549.9155474,144.85,0.7,16.0,0.0,12.7,5.6,30.5,7.8,64.7
210,5817,0.035,8.92065528,0.435,390.26,48.69,1354.424378,2358.280713,0.0,0.025,2.0,0.0,13.7,4.6,40.9,12.2,211.73
212,13027,0.044,8.568197344,0.082,544.46,38.33,214.7026036,447.1884036,30.0,0.2,23.0,6.0,9.8,2.9,31.4,6.8,56.09
213,4885,0.033,8.637615041,0.15,185.81,56.37,1404.043335,1408.77007,6.55,2.075,0.0,0.0,17.4,20.3,24.5,9.9,94.53
214,7628,0.029,8.764606807,0.27,108.41,92.8,575.8143311,354.9487948,42.25,0.01,0.0,0.6,29.3,12.1,44.5,6.6,156.69
215,1588,0.027,9.455344585,0.669,108.41,33.44,904.6926473,2874.745043,109.55,2.93,10.0,4.0,3.4,10.2,17.3,3.8,119.2
216,3985,0.038,8.748670979,0.603,367.0,45.26,128.416331,2831.5853,81.1,2.57,3.0,2.0,12.1,13.2,30.4,3.8,41.32
217,3539,0.032,8.723015319,0.676,142.4,75.64,506.2003377,1963.9929,48.85,0.1,1.0,0.0,22.4,10.6,23.0,3.2,76.6
218,5327,0.039,9.047428567,0.692,289.69,75.33,80.18416597,2873.974903,4.25,1.025,1.0,0.0,36.4,19.7,37.6,5.9,86.6
220,4320,0.034,8.633831781,0.526,191.73,60.23,526.4910075,1150.800446,49.95,0.1,1.0,0.0,11.8,11.4,33.2,8.6,87.74
221,2843,0.028,8.646147466,0.199,257.97,69.38,408.8250021,329.3058046,6.8,0.56,9.0,0.0,33.1,22.5,36.0,6.7,52.77
222,5272,0.03,8.530945214,1.652,108.41,69.14,765.4699911,3393.346788,19.3,0.125,11.0,0.0,25.1,14.8,31.0,4.5,76.12
223,5718,0.033,8.745489563,0.283,185.81,82.58,537.3333333,341.2078558,30.95,0.05,1.0,0.0,30.0,19.0,38.6,7.1,95.62
224,2507,0.028,9.303578087,0.276,108.41,67.25,981.8653157,873.049345,62.5,0.37,10.0,0.0,6.0,6.4,20.9,4.5,81.61
225,6947,0.03,8.659446631,0.154,108.41,96.45,582.4866638,475.3517228,51.85,0.01,0.0,0.3,39.9,7.7,54.3,9.0,157.3
227,4173,0.028,8.622668816,0.225,448.48,69.8,383.3949992,508.7469209,21.25,0.8,9.0,1.25,22.1,20.8,21.9,5.2,48.3
228,5794,0.038,8.946428705,0.425,214.25,71.62,88.2357661,400.7654529,23.9,0.5,4.0,0.0,20.4,11.5,61.2,16.1,62.98
229,3047,0.039,9.012285898,0.125,289.69,53.01,77.9786326,1004.951556,12.2,0.85,3.0,1.8,35.9,37.4,47.7,5.8,71.58
230,7314,0.031,8.497131686,0.547,108.41,62.46,608.120992,616.2765599,39.85,0.025,2.0,0.8,16.3,10.1,31.1,6.5,76.53
231,1956,0.028,8.553888221,1.606,257.97,58.71,540.8500061,1413.783002,33.7,2.595,16.0,7.25,10.7,0.8,21.6,5.7,73.48
232,2454,0.027,9.805884825,0.347,108.41,58.95,648.6656698,421.8986605,57.75,0.025,11.0,0.1,22.5,27.1,39.2,9.4,87.03
233,4701,0.04,8.343257492,0.131,418.41,68.7,51.51240033,1850.270795,4.8,0.0,3.0,2.0,28.5,11.3,23.7,6.5,65.99
234,4693,0.039,8.738238169,0.404,289.69,52.47,118.1703339,1588.78273,66.35,6.05,3.0,12.0,27.8,16.3,41.6,7.9,29.64
235,4416,0.029,9.011903062,0.191,108.41,88.06,585.4796651,325.1301786,41.6,0.0,11.0,0.1,31.2,19.2,39.9,10.4,115.61
236,6685,0.034,8.618611989,0.518,185.81,81.27,640.4386597,923.6460257,12.65,0.01,0.0,0.0,21.7,15.1,31.0,4.7,97.22
237,3091,0.028,8.553888221,2.0,257.97,29.17,570.3123169,1684.746459,17.25,2.79,16.0,3.1,7.8,4.1,27.0,9.6,66.23
238,3548,0.028,8.755992608,0.191,257.97,69.03,415.2293497,395.3578437,2.8,0.4,9.0,0.0,30.1,21.2,27.8,7.3,67.98
239,5997,0.03,8.500220294,0.167,108.41,90.22,586.7980041,533.114937,39.35,0.06,0.0,0.2,39.1,16.5,48.6,4.4,155.95
240,5188,0.03,8.28501487,0.163,108.41,90.8,595.4433187,296.7193444,21.4,0.05,0.0,0.2,48.4,15.4,58.8,7.5,172.73
241,2674,0.03,8.507874659,0.194,108.41,70.84,565.3553467,1828.783834,41.0,0.01,0.0,0.0,9.6,5.2,33.9,8.5,170.17
242,5957,0.04,8.623895044,0.163,285.98,54.7,611.2113342,881.8960679,21.5,0.0,4.0,0.0,24.5,9.2,54.7,13.3,136.39
243,3770,0.039,8.565997522,0.347,289.69,39.28,75.63133237,2053.002407,4.6,1.31,3.0,0.2,17.8,10.9,43.3,6.6,38.51
244,3497,0.033,8.63772867,0.419,185.81,59.73,978.4783326,2858.200623,7.55,0.21,0.0,0.0,14.5,7.7,22.6,3.9,94.53
246,8176,0.03,8.497574362,0.278,194.45,63.25,632.6523234,346.1636344,16.2,0.16,11.0,0.25,56.3,40.2,66.3,7.8,32.71
248,6167,0.038,8.841839857,0.322,252.41,59.48,1612.318298,2698.410811,42.75,2.025,2.0,0.2,13.0,6.0,13.6,2.4,98.8
249,2949,0.043,8.253202609,0.05,851.7,48.03,127.8479996,798.1627131,188.0,10.1,13.0,27.0,24.4,8.6,25.6,5.8,50.55
250,5813,0.034,9.069584275,0.355,297.4,73.41,1040.274353,1427.612549,20.0,0.15,2.0,0.0,9.4,9.5,20.7,5.5,157.92
251,7352,0.035,8.650060288,0.362,203.34,54.0,121.4839986,1442.939344,78.95,1.545,0.0,4.0,11.6,6.9,19.2,4.6,66.44
252,7834,0.039,8.777531451,0.411,289.69,29.65,99.79913583,1702.987845,16.05,1.025,3.0,3.25,9.4,12.1,19.7,7.9,43.0
253,622,0.027,9.777029565,1.158,108.41,10.14,645.8223267,1796.64227,152.95,4.075,12.0,0.25,5.6,1.1,14.5,5.5,152.43
254,7579,0.035,8.633592167,0.259,342.77,39.31,998.682658,1580.155108,84.75,3.03,2.0,0.5,10.6,12.3,19.4,2.3,55.45
255,5741,0.036,8.679961323,0.403,203.34,29.29,133.2963359,2109.760416,60.1,6.2,0.0,5.0,10.9,3.6,8.1,4.2,66.86
257,5255,0.036,10.52174084,0.179,394.03,81.79,649.6710002,1368.274616,39.1,0.0,2.0,0.0,32.3,12.1,30.7,9.0,42.44
258,4176,0.038,8.924794679,0.849,289.69,15.13,94.12060037,1424.329111,172.7,2.575,3.0,0.0,12.7,9.6,29.2,7.2,123.06
259,4445,0.029,8.805267621,0.576,501.86,93.42,260.6919963,2942.145179,97.3,0.16,10.0,7.25,19.3,7.4,11.9,5.5,48.9
260,5722,0.031,8.723514684,0.398,108.41,68.04,543.3286642,2203.925709,10.75,0.0,10.0,0.0,23.3,24.8,41.1,3.8,60.43
261,4400,0.04,8.413359362,0.169,289.69,52.23,59.089667,1058.911184,8.75,0.0,3.0,6.0,28.1,20.7,18.2,4.1,64.56
262,4425,0.028,9.328835389,0.138,108.41,85.65,610.3810018,402.0794095,27.15,0.0,11.0,0.0,29.1,28.4,44.4,11.0,129.22
263,4239,0.038,8.975747628,0.693,281.56,46.99,89.28853353,453.9320932,86.65,0.5,4.0,0.0,5.2,11.2,40.9,3.5,197.46
264,5206,0.034,8.526023184,0.454,185.81,65.79,594.2823283,1244.573723,17.0,0.1,1.0,0.0,19.6,19.7,33.1,4.9,57.92
265,4782,0.028,8.646736357,1.694,257.97,68.96,590.7136739,803.3288867,6.5,0.425,0.0,0.0,27.4,22.9,47.8,6.6,49.75
266,3661,0.031,8.67336194,0.765,108.41,77.4,540.4656677,1970.418684,13.45,0.0,2.0,0.0,12.6,15.2,37.5,8.9,83.51
267,4617,0.027,9.740708725,0.496,108.41,45.28,672.9163309,517.4194447,188.4,1.38,11.0,1.0,9.0,15.5,26.1,1.7,120.6
268,3434,0.028,9.409199301,0.293,108.41,80.52,640.3653463,1243.038339,13.2,0.0,11.0,0.0,24.7,12.3,44.0,11.1,55.68
269,5323,0.03,8.670631528,0.228,108.41,77.57,571.4533386,2230.553457,15.15,0.01,0.0,0.0,14.1,6.0,25.5,10.9,187.34
270,8414,0.04,8.443153808,0.259,289.69,49.28,63.73106637,1310.714365,27.5,0.0,3.0,0.2,29.9,23.2,31.7,4.5,65.99
271,5864,0.028,8.56967894,0.333,307.17,77.77,313.2833303,1921.94385,18.5,0.0,0.0,0.0,19.8,17.0,23.5,6.3,60.49
272,8538,0.028,8.557166136,0.35,307.17,59.52,298.8886668,1545.875212,23.0,0.01,0.0,0.2,19.9,12.2,25.0,7.1,60.49
273,4272,0.028,9.128027341,0.212,108.41,60.81,1139.262024,932.2571034,54.95,0.97,10.0,0.0,4.6,2.9,24.3,3.6,85.14
274,2466,0.028,9.209329519,0.181,108.41,79.59,629.594991,1755.741996,17.25,0.0,11.0,0.0,14.0,9.7,41.7,6.9,77.52
275,5977,0.028,8.531924077,0.706,257.97,66.47,520.9443258,2423.982248,20.35,5.95,14.0,5.75,12.8,4.3,31.7,4.2,44.95
276,6217,0.039,8.997822303,0.297,289.69,63.25,85.2527008,1062.125414,10.8,2.1,1.0,0.0,35.5,26.3,21.8,2.8,86.6
277,3329,0.039,9.082305054,0.381,289.69,82.83,84.11470033,1207.583601,24.4,0.0,3.0,0.0,33.0,21.1,36.6,6.4,72.92
278,6146,0.032,8.726010348,0.364,141.94,68.2,555.6403198,3434.879777,23.65,0.25,1.0,0.0,19.6,16.2,22.6,9.2,61.39
279,4721,0.038,9.005066551,0.304,289.69,59.78,90.85506693,382.8073196,94.0,0.125,4.0,0.0,24.9,21.2,49.7,9.0,79.07
281,2423,0.035,8.926429899,0.063,1143.46,45.96,942.0356444,1772.653468,0.0,0.3,2.0,6.25,13.5,2.8,15.8,5.6,62.57
283,6489,0.037,8.844566611,0.23,252.41,73.83,997.9016521,1030.063773,8.15,0.02,1.0,0.0,38.8,39.1,62.4,4.0,48.75
284,5284,0.029,8.692395317,0.308,392.97,64.75,260.1603393,2576.406146,49.75,0.06,10.0,0.0,16.5,11.8,31.8,7.8,54.83
285,4210,0.04,8.463485488,0.124,407.73,81.04,624.9006551,572.7019244,12.95,0.0,4.0,0.0,27.4,22.2,46.0,6.9,93.41
286,5182,0.028,8.564784648,0.161,520.02,57.55,336.3289947,1654.010214,50.25,0.43,9.0,1.2,8.1,6.3,13.0,3.9,43.7
287,5010,0.029,8.690205961,0.179,617.88,73.43,272.7923279,2796.047164,42.5,0.2,10.0,0.3,26.8,12.8,40.5,6.4,47.87
288,2596,0.038,8.680251509,0.488,289.69,71.23,101.9729334,1777.079752,26.2,0.25,3.0,0.0,15.1,9.0,19.6,5.7,39.77
289,5924,0.029,9.0547552,0.234,108.41,80.11,600.5333354,1584.455285,39.25,0.0,1.0,0.0,28.3,20.8,44.1,5.1,65.13
290,5522,0.028,8.714174551,0.529,257.97,73.42,657.4066467,545.2111353,24.0,0.85,10.0,0.0,48.3,61.9,57.4,7.7,33.54
291,4646,0.042,8.681713973,0.3,239.14,15.09,248.7049993,1625.273793,37.5,0.05,13.0,0.0,7.9,5.0,17.4,8.7,72.19
292,3993,0.028,8.660772738,2.179,257.97,63.71,595.9566752,1003.458183,10.1,1.1,10.0,0.0,11.0,16.4,37.1,11.0,40.8
293,3428,0.034,8.629303968,1.35,185.81,84.08,871.0,4760.845737,15.8,0.05,0.0,0.0,20.4,12.8,19.7,3.9,104.45
294,5483,0.035,8.730509025,0.145,185.81,42.95,582.5993245,743.4458026,12.3,3.06,0.0,0.0,16.6,9.4,23.2,5.3,104.45
295,3608,0.031,8.601230607,0.383,174.28,54.65,571.4316813,407.8113399,28.35,0.01,2.0,4.0,20.6,11.9,34.0,7.8,60.29
296,2754,0.028,9.090429362,0.31,108.41,62.31,1839.880005,637.3234915,115.1,1.445,12.0,0.0,8.4,1.2,28.2,6.6,73.51
297,4923,0.032,8.725811922,0.621,139.12,77.26,530.8146769,2617.707916,24.8,0.0,1.0,0.0,22.3,9.2,27.1,11.0,65.33
298,2329,0.028,8.531924077,1.192,257.97,66.0,525.2829997,3273.393341,22.05,0.75,16.0,2.5,21.0,13.5,29.7,2.5,57.65
299,3737,0.029,9.137469973,0.144,108.41,81.57,593.449351,348.9065206,30.0,0.0,11.0,0.0,37.0,25.3,53.8,5.9,129.22
300,7220,0.038,8.834321103,0.224,252.41,56.85,1094.728678,1422.867803,1.75,0.01,1.0,0.0,24.3,27.9,47.5,6.1,97.24
301,4645,0.028,9.409199301,0.143,108.41,84.26,628.4100037,106.5291818,14.85,0.0,11.0,0.0,32.6,19.5,50.4,7.5,89.85
302,4269,0.029,8.690587001,0.242,470.08,84.61,281.0493368,1546.321251,13.2,0.0,11.0,0.75,17.3,9.2,34.4,7.2,53.15
304,3658,0.027,9.617732639,0.712,108.41,46.47,831.0493366,793.7501412,215.2,0.985,10.0,0.4,4.7,4.1,29.6,6.3,119.2
305,4782,0.03,8.397059009,0.174,194.45,74.65,599.4856771,1427.373671,33.3,1.6,11.0,6.75,13.7,6.8,31.7,2.5,31.47
306,5613,0.036,9.874048183,0.27,394.03,76.9,693.1240236,881.8079378,18.3,0.0,0.0,0.0,40.8,12.3,37.6,7.0,48.15
308,4644,0.027,9.771344995,0.732,108.41,46.42,732.4956767,1336.576405,251.55,3.4,2.0,0.0,11.1,22.7,43.1,4.2,48.27
309,5571,0.034,9.038689148,0.444,297.4,62.96,930.7569782,2217.912621,2.0,0.0,9.0,0.0,9.9,3.1,32.6,15.8,79.84
311,7603,0.029,8.58119635,0.198,555.83,63.2,268.5176748,2209.172578,66.25,0.025,10.0,0.5,11.0,11.2,19.1,3.1,57.98
312,7410,0.028,8.410449821,0.199,307.17,52.69,326.0730031,1905.999781,25.7,0.0,2.0,0.0,7.8,19.0,39.5,12.8,56.1
313,2568,0.034,8.711321159,0.473,185.81,43.63,724.0893351,1690.411658,7.7,0.66,1.0,0.0,13.3,6.1,21.3,2.7,94.3
314,5380,0.042,7.870538367,0.255,493.4,61.49,403.4946747,1690.124185,4.0,0.0,4.0,0.0,12.8,2.7,32.2,5.8,87.2
315,6743,0.028,8.611531719,0.857,257.97,75.7,341.467336,1596.704582,1.2,0.05,0.0,0.5,25.2,17.4,30.3,7.9,51.28
316,3257,0.031,8.150236879,0.132,644.07,10.03,147.7116699,3349.78893,208.85,11.095,9.0,12.25,14.4,3.9,36.8,6.0,50.13
317,6049,0.033,8.68510442,0.507,106.24,67.7,503.4343262,1451.44946,20.05,0.025,6.0,0.0,14.3,5.5,31.0,7.3,67.33
318,4063,0.028,9.562347137,0.23,108.41,79.65,646.0366821,217.5088524,36.55,0.0,15.0,0.0,17.7,14.0,26.0,3.7,99.29
319,5434,0.04,8.432367169,0.05,285.98,52.44,549.3146566,811.2848807,8.75,0.5,4.0,0.0,37.5,17.0,43.2,5.2,136.39
320,5560,0.038,8.843010778,0.225,252.41,67.6,1102.31132,999.3895499,4.3,0.01,1.0,0.0,21.1,15.7,46.4,3.2,87.34
321,8406,0.04,8.322774198,0.224,415.22,51.92,46.66279857,1609.982121,25.2,0.0,3.0,0.0,18.8,16.6,22.4,6.4,65.99
322,3851,0.03,8.369486451,0.106,108.41,87.07,592.8966675,635.7233183,27.1,0.0,0.0,0.2,41.0,19.2,48.2,9.6,226.34
323,4719,0.03,8.36621784,0.656,108.41,63.64,643.6986694,819.8667512,58.25,0.0,2.0,0.0,19.5,12.6,18.2,7.2,76.34
324,4806,0.028,8.585453888,0.404,257.97,65.56,365.1329905,1896.573248,4.0,0.1,2.0,0.0,10.8,14.6,52.9,10.4,38.07
325,3689,0.027,9.455344585,1.44,108.41,12.71,895.3790283,2115.146554,206.75,5.875,10.0,1.5,3.3,12.4,15.1,1.4,119.2
326,6990,0.043,8.679651823,0.18,320.98,36.1,200.4785054,426.0415502,10.0,0.1,16.0,0.0,16.5,4.4,30.5,8.2,77.78
327,7849,0.032,8.686660334,0.748,108.41,77.61,513.3519897,1107.290242,26.0,0.0,1.0,0.0,21.9,12.7,24.7,2.9,76.11
329,3993,0.031,8.686663653,0.328,108.41,61.93,546.2399801,676.5439577,21.0,0.0,0.0,2.0,21.5,12.0,33.2,1.9,95.82
330,669,0.028,8.54343198,0.204,257.97,70.94,422.0583394,231.3702569,1.2,0.1,9.0,0.0,41.2,38.6,49.6,18.0,44.22
331,6133,0.037,8.370743131,0.364,428.22,58.51,113.9506658,1497.89312,41.35,0.295,2.0,2.0,10.9,15.7,26.7,3.9,30.47
332,2384,0.035,8.640648628,0.398,185.81,79.12,583.1103312,1231.430874,2.5,0.0,0.0,0.0,18.7,14.0,37.5,6.9,104.45
333,2314,0.038,8.841321349,0.567,252.41,23.9,1211.782633,1276.220773,19.3,0.0,1.0,0.0,11.3,13.3,35.0,6.8,97.28
334,2631,0.03,8.092157715,0.417,383.02,79.95,97.3315328,868.6418635,122.3,0.51,0.0,0.0,11.7,8.1,24.7,5.1,70.57
335,4212,0.038,9.023290172,0.201,289.69,79.5,88.28410083,366.3888701,47.15,0.125,3.0,1.5,26.8,14.9,36.2,1.8,60.35
337,5296,0.036,8.363883126,0.373,387.25,73.99,120.0807012,2923.009737,113.55,0.495,1.0,0.0,19.9,22.7,20.9,5.1,25.13
338,6344,0.031,7.709761345,0.289,579.8,45.16,0.003353367,1395.58474,28.2,0.025,6.0,0.5,15.2,9.5,39.8,3.9,49.16
339,3755,0.034,8.706342015,0.24,185.81,70.71,790.4713338,3473.195557,9.5,0.0,0.0,0.0,19.2,19.0,28.7,5.3,104.45
340,4185,0.03,8.352279593,0.157,108.41,77.45,592.7390137,423.7274244,44.6,0.0,0.0,0.2,25.0,11.5,33.2,10.5,177.88
341,6599,0.043,7.931678955,0.085,624.79,14.54,350.5446625,886.6325719,34.3,1.4,4.0,5.2,10.1,1.9,11.4,6.0,82.52
342,3457,0.039,8.856507559,0.825,289.69,45.95,81.82140097,2927.733622,2.45,0.01,1.0,0.0,39.2,38.9,49.0,1.2,59.12
343,3874,0.036,6.415196478,0.068,573.63,72.1,0.0319522,290.585222,44.0,0.0,4.0,6.1,25.2,11.2,49.0,4.1,35.36
344,2020,0.028,8.747823793,1.389,257.97,68.48,439.660675,2347.634269,0.4,0.05,9.0,1.75,27.9,11.1,24.6,5.2,67.98
345,2352,0.036,9.728985167,0.231,394.03,70.91,736.3343403,641.2149624,40.5,0.0,2.0,2.0,17.4,14.5,27.4,4.3,43.69
346,3654,0.028,8.64348771,1.753,257.97,8.74,590.5853373,1830.219402,9.2,0.61,16.0,0.0,33.3,44.4,49.5,2.4,64.28
347,5525,0.031,8.721861924,0.096,108.41,74.75,585.8336792,592.0279201,31.85,0.75,10.0,0.0,12.9,9.2,18.5,6.2,80.37
348,7443,0.041,6.430702689,0.241,362.38,57.58,1.9494667,516.415003,25.75,0.0,0.0,0.0,24.4,9.2,30.7,5.4,59.06
349,6261,0.036,8.593302266,0.263,322.5,74.45,403.868337,712.5242446,67.7,0.26,0.0,0.0,25.5,9.6,25.5,2.6,59.87
350,5193,0.031,9.046531851,0.399,108.41,65.46,1583.685323,1394.004574,0.0,0.02,2.0,0.0,18.8,6.0,35.9,8.1,104.8
351,3290,0.033,8.760743683,0.889,185.81,54.13,646.0839844,3213.706778,8.7,0.01,0.0,0.0,15.8,14.0,24.0,3.4,79.66
352,3597,0.034,8.71102385,0.137,185.81,67.67,662.6239828,976.8243304,7.4,0.0,0.0,0.0,27.3,17.0,37.1,1.9,104.45
353,6181,0.028,8.560069979,1.263,257.97,59.37,530.6379903,708.6930278,17.95,0.755,0.0,1.5,4.8,10.9,29.4,5.5,82.16
355,6874,0.032,7.43051198,0.224,147.72,62.52,0.005927167,1469.15453,129.0,0.05,4.0,10.25,24.8,12.7,35.9,4.7,56.21
356,1683,0.036,10.33604293,0.097,394.03,76.31,670.1203513,600.4403465,45.0,0.1,3.0,2.0,15.3,14.4,39.9,2.4,43.69
357,4988,0.035,9.111881336,0.194,297.4,39.09,1150.98999,2159.560847,17.5,0.0,1.0,0.0,11.4,6.7,27.5,8.5,82.72
359,4692,0.028,8.726242016,0.768,257.97,60.73,644.4383341,443.1552291,15.1,1.575,10.0,0.0,60.8,75.2,71.6,7.7,18.72
360,4785,0.04,8.464617057,0.176,289.69,69.06,58.60326767,1304.387077,15.7,0.0,3.0,0.2,25.9,16.2,41.3,5.0,65.99
361,7516,0.028,8.654649382,0.838,257.97,74.41,411.6046651,1415.982382,0.7,0.1,0.0,1.0,25.8,21.0,23.3,6.4,53.52
362,5644,0.033,7.071797746,0.145,735.23,38.53,0.0135239,1456.468086,15.5,1.65,4.0,15.5,14.8,0.5,26.1,4.3,50.34
363,8439,0.028,8.548393806,0.082,368.93,67.21,297.0680034,306.6552894,50.2,2.42,10.0,0.0,15.5,5.2,21.5,3.1,53.22
365,5735,0.031,7.44510658,0.373,204.93,65.43,0.0053761,1959.373499,62.7,0.0,4.0,0.1,30.4,14.5,34.6,4.6,72.77
366,4403,0.04,8.621614118,0.276,439.35,40.67,67.7118988,2984.868748,1.3,0.0,3.0,0.5,26.6,18.8,26.5,2.9,46.54
368,2814,0.03,9.063112193,0.548,108.41,70.6,2135.927328,1938.141795,9.25,0.0,2.0,0.0,7.3,10.7,13.2,3.4,69.93
369,3347,0.029,9.084806909,0.186,108.41,57.12,1265.110698,764.1546687,68.15,0.26,12.0,0.0,5.7,2.0,23.3,1.6,85.49
370,7832,0.036,8.307741641,0.363,387.25,69.42,105.5293325,2228.421977,111.05,0.5,0.0,0.0,18.6,15.8,31.4,1.9,25.13
371,5933,0.038,8.703949252,0.432,289.69,69.25,101.7663015,1997.450522,23.45,0.025,1.0,0.0,29.2,12.2,40.0,1.4,37.5
372,4692,0.035,8.621921288,0.07,203.34,59.02,96.90703073,323.4898213,116.75,4.5,0.0,2.0,10.5,7.3,25.1,4.3,66.86
373,4586,0.034,8.629303968,0.09,185.81,78.67,747.2436523,717.9848357,7.9,0.01,0.0,0.0,30.0,16.4,36.6,6.6,104.45
374,9754,0.028,8.657167779,1.092,257.97,74.37,431.9233297,1405.378255,2.2,0.1,0.0,2.0,17.6,14.2,19.8,6.4,53.52
375,4205,0.04,8.425006727,0.058,285.98,53.32,505.2933248,752.1882734,0.5,0.5,4.0,0.0,22.7,6.1,42.9,5.8,136.39
376,3987,0.038,8.877471673,0.503,289.69,44.18,98.13386537,1419.179581,165.55,3.1,3.0,0.0,13.0,2.7,26.1,7.4,45.67
377,7138,0.043,8.632594372,0.272,536.65,40.07,72.53179933,2417.683408,19.2,0.535,0.0,0.0,18.3,1.6,32.2,5.7,59.94
378,5042,0.029,9.124747969,0.237,108.41,82.36,617.0326742,1994.987397,41.25,0.0,1.0,0.0,24.8,16.5,39.3,7.5,63.0
379,4325,0.039,9.047428567,0.547,289.69,60.49,77.84416703,2369.086123,5.0,0.0,1.0,0.0,47.7,31.9,38.3,5.6,60.67
382,3046,0.028,8.726242016,0.595,257.97,51.94,640.0229899,557.0802315,14.75,0.545,10.0,0.0,42.9,49.3,47.6,3.4,19.85
383,3680,0.031,8.549347256,0.036,108.41,50.74,538.43868,1446.30544,1.0,0.2,5.0,4.0,5.6,1.7,15.4,6.4,172.39
384,6051,0.031,7.942872629,0.257,419.37,82.12,86.8163986,868.7142532,9.25,0.01,0.0,1.25,38.3,16.5,47.5,3.3,47.16
385,8551,0.042,8.176646036,0.057,485.88,2.53,794.3256634,590.8135131,22.45,5.2,0.0,0.0,11.6,1.3,9.7,5.0,134.79
386,2975,0.03,8.948191749,0.376,108.41,63.16,1751.453674,498.9218317,1.8,0.0,10.0,1.5,7.9,9.9,32.3,9.6,40.33
387,5232,0.034,8.71207669,0.195,108.41,76.5,469.4470113,1437.466491,22.0,0.0,1.0,0.0,8.6,6.1,15.9,5.4,60.09
388,5345,0.036,8.430645936,0.41,387.25,65.45,134.3560308,3022.731807,23.05,1.995,2.0,0.0,16.5,6.6,16.9,5.5,36.58
390,4063,0.039,9.020396101,0.252,281.87,59.0,86.27406567,435.4993858,44.5,0.25,3.0,1.7,12.3,4.3,43.0,5.5,61.39
391,4421,0.033,6.72571008,0.332,373.26,29.3,0.02661775,1083.740025,16.0,0.625,5.0,11.25,19.6,8.1,23.8,6.1,41.01
392,3367,0.031,8.509155179,0.064,108.41,49.45,536.6233317,1791.808392,28.5,0.11,7.0,4.0,6.0,0.0,10.2,6.1,155.27
393,8007,0.041,6.260772794,0.09,362.52,59.34,2.814416633,412.2142515,18.5,0.0,2.0,0.0,23.5,15.7,40.5,5.6,59.06
394,5765,0.028,8.520885828,1.013,257.97,50.31,522.3326619,593.1660649,26.15,0.885,0.0,3.3,13.9,9.4,27.9,1.6,64.8
395,5174,0.028,8.592444288,1.038,257.97,75.37,496.9223226,630.9349986,32.05,0.195,0.0,0.85,23.7,15.0,34.3,6.4,64.8
396,5236,0.031,8.986133336,0.203,108.41,9.63,1311.463338,1370.696792,9.0,0.2,9.0,0.0,6.7,8.6,23.1,3.1,98.88
397,7164,0.029,8.429271578,0.303,307.17,63.88,287.6400045,1985.99238,20.0,0.0,0.0,0.5,14.3,21.5,25.9,6.1,56.1
398,4297,0.032,8.64614962,0.262,108.41,64.77,528.3366699,897.6412269,12.55,0.0,1.0,0.6,13.3,15.5,14.7,5.7,101.31
399,5510,0.032,8.723548297,0.497,108.41,73.09,533.8276571,2838.33855,23.0,0.25,1.0,0.0,18.3,10.8,12.2,2.3,71.68
400,2621,0.028,8.660772738,0.817,257.97,54.8,597.4153341,638.3908476,8.4,0.575,10.0,0.0,7.0,13.0,34.6,7.2,49.09
401,8656,0.043,8.571758073,0.118,541.92,39.59,200.5787354,311.6258706,0.0,0.0,16.0,0.0,13.3,0.8,28.8,7.1,70.81
402,5379,0.041,8.316844721,0.06,357.12,46.79,525.7916565,669.7915763,1.0,0.06,4.0,0.0,11.0,2.5,30.6,13.6,112.7
403,4966,0.043,6.5847065,0.054,725.41,39.81,2.553976633,1139.293779,13.0,0.0,11.0,9.5,18.6,7.0,16.5,3.0,49.2
404,3275,0.034,8.659828459,0.072,202.06,44.93,572.7969971,876.2254021,43.0,0.21,1.0,0.2,12.8,5.8,18.8,4.9,60.25
405,4488,0.035,8.647584976,0.484,203.34,23.97,359.1523336,3305.371697,29.5,0.0,2.0,0.0,8.2,14.4,23.5,6.0,60.25
406,7144,0.038,8.828420309,0.236,252.41,59.32,1131.763652,691.4768827,28.7,0.0,0.0,0.0,9.1,7.9,35.7,7.0,54.65
407,10134,0.043,8.700571699,0.147,476.62,13.32,253.4200007,1129.056581,18.0,0.0,10.0,0.0,4.6,2.5,16.0,4.6,57.94
